InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordId,ProductName,RateId,SubscriptionId,PricingPlanId,UsageType,Operation,AvailabilityZone,ReservedInstance,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,BlendedCost,UnBlendedRate,UnBlendedCost,Cost,user:CRR,user:Cost Center,user:Name,user:Owner,user:Project,ResourceId
956718813,4.58E+11,4.30E+11,LineItem,4.27E+26,Amazon Simple Storage Service,5882734210,6569627287,246999529,USW2-TimedStorage-ByteHrs,StandardStorage,,N,$0.023 per GB - first 50 TB / month of storage used,2022-01-01 00:00:00,2022-01-01 01:00:00,4.00E-10,0.022659343,0,0.023,0,0,,,,xyz@kyligence.io,xyzproject,jinyong-bill
956718813,4.58E+11,4.30E+11,LineItem,4.27E+26,Amazon Simple Storage Service,5882734210,6569627287,246999529,USW2-TimedStorage-ByteHrs,StandardStorage,,N,$0.023 per GB - first 50 TB / month of storage used,2022-01-01 00:00:00,2022-01-01 01:00:00,0.101536886,0.022659343,0.002300759,0.023,0.002335348,0.002335348,CRR35688,EE,,xyz@kyligence.io,xyzproject,ravenkcstack25164542-s3bucket-ji1k8rtdggem
956718813,4.58E+11,4.30E+11,LineItem,4.27E+26,Amazon Simple Storage Service,5882734210,6569627287,246999529,USW2-TimedStorage-ByteHrs,StandardStorage,,N,$0.023 per GB - first 50 TB / month of storage used,2022-01-01 00:00:00,2022-01-01 01:00:00,0.008991032,0.022659343,0.000203731,0.023,0.000206794,0.000206794,,,,xyz@kyligence.io,xyzproject,mhb-raven-dev-temp
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 01:00:00,2022-01-01 02:00:00,3.42E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855846819,6569627302,245285215,USW2-DataTransfer-Regional-Bytes,LoadBalancing-PublicIP-In,,N,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,2022-01-01 01:00:00,2022-01-01 02:00:00,9.69E-08,0.01,0.000000001,0.01,0.000000001,0.000000001,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 01:00:00,2022-01-01 02:00:00,3.79E-06,0.006,2.28E-08,0.006,2.28E-08,2.28E-08,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 01:00:00,2022-01-01 02:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 01:00:00,2022-01-01 02:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 02:00:00,2022-01-01 03:00:00,3.31E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855837872,6569627302,245285215,USW2-EU-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),2022-01-01 02:00:00,2022-01-01 03:00:00,8.38E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 02:00:00,2022-01-01 03:00:00,0.00000712,0.006,4.27E-08,0.006,4.27E-08,4.27E-08,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Queue Service,5226901086,6569627290,230788987,Requests-RBP,List,,N,"First 1,000,000 Amazon SQS Requests per month are free",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,AWS Secrets Manager,5563176825,6569627516,237115445,USE1-AWSSecretsManagerAPIRequest,ListSecrets,,N,$0.05 per 10000 API Requests,2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.000005,0.000005,0.000005,0.000005,0.000005,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882630516,6569627287,246999529,Requests-Tier1,ListAllMyBuckets,,N,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",2022-01-01 02:00:00,2022-01-01 03:00:00,2,0.000005,0.00001,0.000005,0.00001,0.00001,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882630516,6569627287,246999529,Requests-Tier1,ListMRAPs,,N,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",2022-01-01 02:00:00,2022-01-01 03:00:00,2,0.000005,0.00001,0.000005,0.00001,0.00001,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadAccountPublicAccessBlock,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,2,0.0000004,0.0000008,0.0000004,0.0000008,0.0000008,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,jinyong-bill
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,mhb-raven-dev-temp
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,bill-kyligencedev
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,mhb-dev-bucket
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,mhb-raven-dev-kc-working-dir
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,mhb-raven-dev-data-source
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,CRR35688,EE,,xyz@kyligence.io,xyzproject,ravenkcstack25164542-s3bucket-ji1k8rtdggem
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,aws-logs-429636537981-us-west-2
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Amazon Simple Storage Service,5882631110,6569627287,246999529,Requests-Tier2,ReadLocation,,N,"$0.004 per 10,000 GET and all other requests",2022-01-01 02:00:00,2022-01-01 03:00:00,1,0.0000004,0.0000004,0.0000004,0.0000004,0.0000004,,,,xyz@kyligence.io,xyzproject,mhbravendev
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,AWS Key Management Service,4998116241,6569627350,224174988,us-east-1-KMS-Requests,DescribeKey,,N,$0.00 per request - Monthly Global Free Tier for KMS requests,2022-01-01 02:00:00,2022-01-01 03:00:00,1,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:kms:us-east-1:429636537981:key/c23f1320-1281-4628-bd43-0b3872d3cd8e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,AWS Key Management Service,4998116241,6569627350,224174988,us-east-1-KMS-Requests,ListKeys,,N,$0.00 per request - Monthly Global Free Tier for KMS requests,2022-01-01 02:00:00,2022-01-01 03:00:00,1,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 03:00:00,2022-01-01 04:00:00,3.22E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855837872,6569627302,245285215,USW2-EU-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),2022-01-01 03:00:00,2022-01-01 04:00:00,3.73E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 03:00:00,2022-01-01 04:00:00,2.17E-06,0.006,0.000000013,0.006,0.000000013,0.000000013,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 03:00:00,2022-01-01 04:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 03:00:00,2022-01-01 04:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 04:00:00,2022-01-01 05:00:00,3.38E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855837872,6569627302,245285215,USW2-EU-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),2022-01-01 04:00:00,2022-01-01 05:00:00,4.19E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 04:00:00,2022-01-01 05:00:00,6.38E-06,0.006,3.83E-08,0.006,3.83E-08,3.83E-08,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 04:00:00,2022-01-01 05:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 04:00:00,2022-01-01 05:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 05:00:00,2022-01-01 06:00:00,3.63E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855837872,6569627302,245285215,USW2-EU-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),2022-01-01 05:00:00,2022-01-01 06:00:00,4.19E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 05:00:00,2022-01-01 06:00:00,0.000006364,0.006,3.82E-08,0.006,3.82E-08,3.82E-08,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 05:00:00,2022-01-01 06:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 05:00:00,2022-01-01 06:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855845152,6569627302,245285215,USW2-DataTransfer-In-Bytes,LoadBalancing,,N,$0.000 per GB - data transfer in per month,2022-01-01 06:00:00,2022-01-01 07:00:00,3.64E-05,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855846819,6569627302,245285215,USW2-DataTransfer-Regional-Bytes,LoadBalancing-PublicIP-In,,N,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,2022-01-01 06:00:00,2022-01-01 07:00:00,1.79E-07,0.01,1.80E-09,0.01,1.80E-09,1.80E-09,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855837872,6569627302,245285215,USW2-EU-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from EU (Ireland),2022-01-01 06:00:00,2022-01-01 07:00:00,7.45E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637322,6569627720,232134359,USW2-LCUUsage,LoadBalancing:Network,,N,$0.006 per used Network load balancer capacity unit-hour (or partial hour),2022-01-01 06:00:00,2022-01-01 07:00:00,0.00000454,0.006,2.72E-08,0.006,2.72E-08,2.72E-08,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637331,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Application,,N,$0.0225 per Application LoadBalancer-hour (or partial hour),2022-01-01 06:00:00,2022-01-01 07:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,CRR35688,EE,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/app/lb-kc-newworkspacemXqE/5aaad61fb1f5dd10
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5286637332,6569627720,232134359,USW2-LoadBalancerUsage,LoadBalancing:Network,,N,$0.0225 per Network LoadBalancer-hour (or partial hour),2022-01-01 06:00:00,2022-01-01 07:00:00,1,0.0225,0.0225,0.0225,0.0225,0.0225,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
956718813,4.58E+11,4.30E+11,LineItem,4.26E+26,Elastic Load Balancing,5855848737,6569627302,245285215,USW2-APS3-AWS-In-Bytes,LoadBalancing-PublicIP-In,,N,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Mumbai),2022-01-01 07:00:00,2022-01-01 08:00:00,3.73E-08,0,0,0,0,0,,,,xyz@kyligence.io,xyzproject,arn:aws:elasticloadbalancing:us-west-2:429636537981:loadbalancer/net/lb-ssh/87c8df949c88552e
