AccountOwnerId,Account Name,SubscriptionId,SubscriptionGuid,Subscription Name,Date,Month,Day,Year,Product,Meter ID,Meter Category,Meter Sub-Category,Meter Region,Meter Name,Consumed Quantity,ResourceRate,ExtendedCost,Cost,Consumed Service,Instance ID,AdditionalInfo,Tags,(Department Name),(Cost Center),(Unit of Measure)
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Load Balancer - Standard - Data Processed - CN,65a46271-f0be-461f-97a6-7c212201ace5,Load Balancer,Standard,CN,Data Processed,0.652801,0,0,0,Microsoft.Network,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-TESTDRIVE-RG/providers/Microsoft.Network/loadBalancers/kyligence-testdriveprodlb,"{""PipelineType"":""V2_Late""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,GB
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Load Balancer - Standard - Data Processed - CN,65a46271-f0be-461f-97a6-7c212201ace5,Load Balancer,Standard,CN,Data Processed,0.14933,0,0,0,Microsoft.Network,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-JinLi-RG/providers/Microsoft.Network/loadBalancers/kyligence-lijinmdxbuglb,"{""PipelineType"":""V2_Late""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,GB
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Load Balancer - Standard - Data Processed - CN,65a46271-f0be-461f-97a6-7c212201ace5,Load Balancer,Standard,CN,Data Processed,0.003701,0,0,0,Microsoft.Network,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-NEW2019NCOV-RG/providers/Microsoft.Network/loadBalancers/ncov2019VJpn-kylin-lb,"{""PipelineType"":""V2_Late""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,GB
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,General Block Blob v2 Hierarchical Namespace - Hot - Other Operations - CN North 2,d438fc8e-b5f5-4604-8277-b5df457dd5f6,Storage,General Block Blob v2 Hierarchical Namespace,CN North 2,Hot Other Operations,0.0111,0,0,0,Microsoft.Storage,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-TESTDRIVE-RG/providers/Microsoft.Storage/storageAccounts/testdrivesa,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium Page Blob - LRS Snapshots - CN East,2321af6c-a9cf-4e79-8b5c-36aef940e9da,Storage,Premium Page Blob,CN East,LRS Snapshots,0.025392,0,0,0,Microsoft.Storage,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/nexus-mvn-repo/providers/Microsoft.Storage/storageAccounts/nexusmvnrepodisks761,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,GB/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-WenzhengLiu-RG/providers/Microsoft.Compute/disks/kyligence-baize_DataDisk_0,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CS-LIFENG-RG/providers/Microsoft.Compute/disks/Remotejump-CS1_OsDisk_1_c15fa576eeb1472089b41a1c4295f81b,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-WENZHENGLIU-RG/providers/Microsoft.Compute/disks/mlsql-site_DataDisk_0,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-JIACHUANZHU-RG/providers/Microsoft.Compute/disks/byzer-lang-cn-1_DataDisk_1,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-WEIZHANG-RG2/providers/Microsoft.Compute/disks/kyligence-keperformtestvm_disk2_4b8027c61f164baaa6d26238a76c4781,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-YUGAN-RG/providers/Microsoft.Compute/disks/kyligence-yugantestvm_disk2_8d996d5cdb514c06872a4ff35528d31b,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Premium SSD Managed Disks - P10 - LRS - Disk - CN North 2,553ffa98-039c-4108-932f-355daef25ea6,Storage,Premium SSD Managed Disks,CN North 2,P10 Disks,0.035712,88.76473412,3.169966185,3.169966185,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-WENZHENGLIU-RG/providers/Microsoft.Compute/disks/mlsql-engine-1_DataDisk_0,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Standard HDD Managed Disks - S10 - LRS - Disks - CN East,dc929536-0654-4263-8879-88e1dc11fce1,Storage,Standard HDD Managed Disks,CN East,S10 Disks,0.035712,0,0,0,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/NEXUS-MVN-REPO/providers/Microsoft.Compute/disks/nexus-mvn-repo-20180420-151715_937ba934ecb64e6d9127a68c1d9565f4,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Standard Page Blob - RA-GRS Data Stored - CN East,c6ab50b3-22e2-4990-92c6-427b871b836b,Storage,Standard Page Blob,CN East,RA-GRS Data Stored,0.001944,0,0,0,Microsoft.Storage,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/kyhub/providers/Microsoft.Storage/storageAccounts/kyhub,,"{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,GB/Month
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/QA-NEWTENQUARD2022-RG/providers/Microsoft.Compute/virtualMachines/promise-middleware02,"{""UsageType"":""ComputeHR"",""ImageType"":null,""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/QA-NEWTENQUARD-RG/providers/Microsoft.Compute/virtualMachines/apollo-gw01,"{""UsageType"":""ComputeHR"",""ImageType"":null,""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/MC_EE-DEVOPS-RG_AZURE-K8S_CHINANORTH2/providers/Microsoft.Compute/virtualMachineScaleSets/aks-agentpool-78905199-vmss,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_D8ds_v4"",""VMName"":""aks-agentpool-78905199-vmss_3"",""VMProperties"":""Microsoft.AKS.Compute.AKS.Linux.Billing"",""VCPUs"":""8""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/QA-NEWTENQUARD-RG/providers/Microsoft.Compute/virtualMachines/apollo-gw02,"{""UsageType"":""ComputeHR"",""ImageType"":null,""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-NEW2019NCOV-RG/providers/Microsoft.Compute/virtualMachines/ncov2019VJpn-query0-sparkworker0,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""Cost Center"":""CE"",""CRR"":""202112290001"",""kyligence:cloud:kc"":""2019464891d1"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-JIACHUANZHU-RG/providers/Microsoft.Compute/virtualMachines/byzer-lang-cn-2,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}",,Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,1.400028,3.310888662,4.635336832,4.635336832,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/CE-NEW2019NCOV-RG/providers/Microsoft.Compute/virtualMachines/ncov2019VJpn-build-sparkworker0,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""CRR"":""202111300007"",""Cost Center"":""AA"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
admin@xyzcloud.partner.onmschina.cn,Azure CN-xyzcloud,143671361,64b57128-3cf9-4e29-8454-ce791c9d0945,Microsoft Azure Enterprise ___(Converted to EA),2022-01-01,1,1,2022,Virtual Machines Ddsv4 Series - D8ds v4 - CN North 2,a8275a2b-a5af-5cf3-8b06-2bb289735fec,Virtual Machines,Ddsv4 Series,CN North 2,D8ds v4,24,3.310888662,79.46132789,79.46132789,Microsoft.Compute,/subscriptions/64b57128-3cf9-4e29-8454-ce791c9d0945/resourceGroups/EE-JIACHUANZHU-RG/providers/Microsoft.Compute/virtualMachines/kyligence-baize,"{""UsageType"":""ComputeHR"",""ImageType"":""Canonical"",""ServiceType"":""Standard_D8ds_v4"",""VMName"":null,""VMProperties"":null,""VCPUs"":""8""}","{""CRR"":""202111300007"",""Cost Center"":""AA"",""Owner"":""xyz@kylience.io"",""Project"":""xyz project""}",Unassigned,,Hours
